8.000000e+00,0.000000e+00,8.245633e-05,6.923566e-05,4.748700e-05,3.748784e-06,1.434584e-04,1.291767e-06,7.730227e-05,6.187371e-05,5.637485e-05,4.872827e-05,1.987887e-04,1.753243e-03,6.296599e-05,5.804435e-04,6.821313e-04,1.538942e-03,1.751057e-03,3.620145e-04,9.305931e-04,4.547851e-04,4.201968e-04,3.763976e-03,5.913844e-04,1.394016e-04,8.836287e-06,0.000000e+00 (1),0.000000e+00 (3),0.000000e+00 (4),0.000000e+00 (5),0.000000e+00 (6),0.000000e+00 (7),0.000000e+00 (8),0.000000e+00 (9),0.000000e+00 (10),0.000000e+00 (11),0.000000e+00 (12),0.000000e+00 (13),0.000000e+00 (14),0.000000e+00 (15),0.000000e+00 (16),0.000000e+00 (17),0.000000e+00 (18),0.000000e+00 (19),0.000000e+00 (20),0.000000e+00 (21),0.000000e+00 (22),0.000000e+00 (23),0.000000e+00 (24),0.000000e+00 (25),0.000000e+00 (26),0.000000e+00 (27),0.000000e+00 (28),0.000000e+00 (29),0.000000e+00 (30),0.000000e+00 (31),0.000000e+00 (32),0.000000e+00 (33),0.000000e+00 (34),0.000000e+00 (35),0.000000e+00 (36),0.000000e+00 (37),0.000000e+00 (38),0.000000e+00 (39),0.000000e+00 (40),0.000000e+00 (41),0.000000e+00 (42),0.000000e+00 (43),0.000000e+00 (44),0.000000e+00 (45),0.000000e+00 (46),0.000000e+00 (47),0.000000e+00 (48),0.000000e+00 (49),0.000000e+00 (50),0.000000e+00 (51),0.000000e+00 (52),0.000000e+00 (53),0.000000e+00 (54),0.000000e+00 (55),0.000000e+00 (56),0.000000e+00 (57),0.000000e+00 (58),0.000000e+00 (59),0.000000e+00 (60),0.000000e+00 (61),0.000000e+00 (62),0.000000e+00 (63),0.000000e+00 (64),0.000000e+00 (66),0.000000e+00 (67),0.000000e+00 (68),0.000000e+00 (69),0.000000e+00 (70),0.000000e+00 (71),0.000000e+00 (72),0.000000e+00 (73),0.000000e+00 (74),0.000000e+00 (75),0.000000e+00 (76),0.000000e+00 (77),0.000000e+00 (78),0.000000e+00 (79),0.000000e+00 (80),0.000000e+00 (81),0.000000e+00 (82),0.000000e+00 (83),0.000000e+00 (84),0.000000e+00 (85),0.000000e+00 (86),0.000000e+00 (87),0.000000e+00 (88),0.000000e+00 (89),3.714286e-01,3.689320e-01,2.857143e-01,5.301205e-01,3.500000e-01,0.000000e+00 (90),0.000000e+00 (91),0.000000e+00 (92),0.000000e+00 (93),0.000000e+00 (94),0.000000e+00 (95),0.000000e+00 (96),0.000000e+00 (97),0.000000e+00 (98),0.000000e+00 (99),0.000000e+00 (100),0.000000e+00 (101),0.000000e+00 (102),0.000000e+00 (103),Partition,$XS1-8.000000e+00,$XSC1-8.000000e+00
2.000,0.006,0.100,0.089,0.018,0.034,0.103,0.013,0.124,0.020,0.002,0.041,0.016,0.095,0.123,0.393,0.079,0.068,0.340,0.072,0.003,0.072,0.405,0.930,0.333,0.167,0.101,0.054,0.017,0.345,0.392,0.138,0.379,1.000,0.347,0.635,0.312,0.061,0.204,0.268,0.487,0.394,0.299,0.020,0.272,0.768,0.271,0.233,0.010,0.709,0.443,0.725,0.311,0.145,0.134,0.182,0.137,0.075,0.055,0.016,0.061,0.419,1.000,0.538,0.295,0.165,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.314,0.301,0.304,0.506,0.343,0.320,0.570,0.625,0.631,0.459,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1_Training,2.000,0.859
12.000,0.000,0.036,0.006,0.032,0.008,0.004,0.067,0.011,0.004,0.045,0.076,0.133,0.035,0.335,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.371,0.350,0.261,0.283,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1_Training,12.000,0.737
12.000,0.012,0.037,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2_Testing,12.000,0.400
12.000,0.001,0.015,0.011,0.002,0.001,0.001,0.002,0.002,0.007,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.271,0.437,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2_Testing,12.000,0.686
10.000,0.001,0.022,0.053,0.012,0.021,0.044,0.009,0.011,0.006,0.000,0.049,0.024,0.035,0.053,0.249,0.030,0.232,0.203,0.139,0.028,0.106,0.203,0.034,0.032,0.076,0.269,0.012,0.155,0.135,0.163,0.335,0.238,0.060,0.550,0.035,1.000,0.168,0.239,0.146,0.112,0.066,0.094,0.475,0.629,0.432,0.072,0.138,0.333,0.191,0.149,0.093,0.347,0.045,0.603,0.212,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.157,0.243,0.236,0.295,0.271,0.219,0.418,0.450,0.459,0.423,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1_Training,10.000,0.763
10.000,0.030,0.025,0.003,0.001,0.019,0.008,0.016,0.003,0.026,0.004,0.068,0.049,0.006,0.063,0.023,0.104,0.007,0.207,0.106,0.126,0.054,0.129,0.239,0.038,0.051,0.002,0.176,0.261,0.014,0.588,0.150,0.543,0.130,0.357,0.284,0.736,0.225,0.327,0.652,0.371,0.224,0.007,0.451,0.139,0.103,0.035,0.012,0.004,0.269,0.027,0.066,0.169,0.027,0.260,0.003,0.021,0.032,0.189,0.049,0.405,0.518,0.018,0.040,0.055,0.094,0.206,0.079,0.073,0.605,0.469,0.508,0.010,0.127,0.132,0.610,0.035,0.067,0.053,0.105,0.071,0.124,0.158,1.000,0.075,0.101,0.253,0.932,0.485,0.134,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.157,0.165,0.205,0.367,0.275,0.234,0.475,0.498,0.549,0.433,0.483,0.480,0.566,0.000,0.000,0.000,0.000,0.000,0.000,2_Testing,10.000,0.618
9.000,0.300,0.551,0.201,0.033,0.117,0.088,0.108,0.054,0.592,0.205,0.157,0.195,0.074,0.741,0.199,0.050,0.135,0.633,1.000,0.244,0.119,0.535,0.862,0.042,0.044,0.144,0.064,0.405,0.576,0.468,0.400,0.507,0.198,0.116,0.241,0.460,0.241,0.061,0.127,0.080,0.003,0.005,0.322,0.570,0.575,0.194,0.297,0.198,0.085,0.133,0.183,0.019,0.166,0.097,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.257,0.252,0.255,0.313,0.246,0.245,0.496,0.629,0.646,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1_Training,9.000,0.870
9.000,0.073,0.306,0.303,0.094,0.176,0.286,0.224,0.119,0.069,0.092,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.514,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2_Testing,9.000,0.667
3.000,0.017,0.007,0.058,0.029,0.006,0.066,0.024,0.033,0.007,0.001,0.105,0.129,0.165,0.214,0.137,0.247,0.569,0.591,0.563,0.006,0.011,0.019,0.443,0.320,0.357,0.472,0.383,0.300,0.093,0.009,0.297,0.826,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.371,0.311,0.317,0.373,0.325,0.328,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1_Training,3.000,0.834
3.000,0.000,0.025,0.006,0.002,0.002,0.014,0.003,0.014,0.001,0.002,0.011,0.021,0.003,0.028,0.100,0.086,0.097,0.056,0.012,0.087,0.016,0.020,0.007,0.024,0.026,0.021,0.122,0.002,0.025,0.370,0.039,0.037,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.300,0.553,0.379,0.494,0.332,0.297,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1_Training,3.000,0.879
3.000,0.138,0.001,0.038,0.015,0.006,0.180,0.280,0.333,0.501,0.533,1.000,1.000,0.476,0.887,0.441,0.441,0.021,0.232,0.013,0.377,0.545,0.276,0.059,1.000,0.301,0.292,0.718,0.359,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.271,0.282,0.354,0.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1_Training,3.000,0.774
3.000,0.043,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1_Training,3.000,0.694
3.000,0.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1_Training,3.000,0.694
3.000,0.000,0.004,0.005,0.000,0.001,0.001,0.003,0.013,0.000,0.002,0.007,0.003,0.008,0.021,0.006,0.011,0.041,0.002,0.034,0.023,0.041,0.057,0.074,0.003,0.029,0.007,0.011,0.026,0.012,0.068,0.014,0.129,0.097,0.026,0.006,0.088,0.273,0.136,0.075,0.013,0.047,0.093,0.148,0.041,0.082,0.046,0.026,0.020,0.028,0.007,0.069,0.030,0.014,0.130,0.153,0.061,0.100,0.050,0.026,0.177,0.388,0.033,0.026,0.073,0.218,0.031,0.027,0.244,0.339,0.015,0.148,0.065,0.114,0.013,0.159,0.024,0.410,0.080,0.013,0.047,0.108,0.074,0.077,0.002,0.128,0.077,0.588,0.041,0.432,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.157,0.544,0.391,0.530,0.404,0.419,0.705,0.713,0.772,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1_Training,3.000,0.766
6.000,0.014,0.015,0.001,0.009,0.009,0.027,0.011,0.041,0.058,0.004,0.085,0.075,0.052,0.132,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.143,0.495,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1_Training,6.000,0.806
10.000,0.008,0.040,0.028,0.000,0.002,0.003,0.003,0.002,0.003,0.003,0.016,0.028,0.200,0.199,0.138,0.025,0.104,0.056,0.066,0.069,0.099,0.132,0.137,0.047,0.100,0.007,0.329,0.031,0.176,0.429,0.382,0.436,0.013,0.010,0.458,0.146,0.013,0.262,0.146,0.107,0.124,0.034,0.043,0.581,0.070,0.077,0.176,0.015,0.338,0.200,0.068,0.029,0.360,0.192,0.713,0.074,0.347,0.045,0.149,0.071,0.498,0.178,0.151,0.055,0.137,0.033,0.091,0.249,0.424,0.060,0.186,0.105,0.253,0.320,0.636,0.088,0.009,0.763,0.220,0.494,0.680,0.093,0.656,0.553,0.502,0.379,1.000,0.039,0.219,0.401,0.306,0.228,0.051,0.052,0.526,0.080,0.276,0.188,0.243,0.260,0.127,0.288,0.090,0.444,0.161,0.072,0.176,0.134,0.015,0.010,0.012,0.268,0.702,0.200,0.204,0.335,0.416,0.354,0.318,0.611,0.618,0.840,0.603,0.695,0.720,0.754,0.740,0.742,0.721,0.705,0.746,430.000,1_Training,10.000,0.759
3.000,0.005,0.011,0.013,0.013,0.017,0.153,0.043,0.066,0.061,0.060,0.141,0.106,0.095,0.188,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1_Training,3.000,0.747
3.000,0.011,0.103,0.055,0.022,0.007,0.001,0.088,0.058,0.044,0.040,0.106,0.100,0.063,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.757,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1_Training,3.000,0.693
9.000,0.018,0.104,0.166,0.042,0.045,0.105,0.118,0.099,0.110,0.051,0.095,0.080,0.135,0.213,0.121,0.038,0.254,0.264,0.247,0.006,0.013,0.036,0.061,0.056,0.016,0.031,0.032,0.022,0.050,0.089,0.097,0.412,0.257,0.082,0.135,0.270,0.102,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.129,0.854,0.590,0.747,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1_Training,9.000,0.816
7.000,0.011,0.042,0.064,0.020,0.028,0.068,0.055,0.053,0.054,0.028,0.077,0.078,0.068,0.129,0.173,0.083,0.142,0.157,0.209,0.092,0.072,0.112,0.150,0.069,0.089,0.147,0.078,0.095,0.087,0.157,0.075,0.076,0.097,0.071,0.051,0.093,0.132,0.055,0.061,0.085,0.065,0.082,0.124,0.120,0.165,0.059,0.106,0.136,0.271,0.181,0.376,0.160,0.149,0.202,0.229,0.125,0.296,0.067,0.078,0.178,0.201,0.118,0.135,0.095,0.142,0.115,0.052,0.203,0.107,0.087,0.080,0.047,0.045,0.058,0.040,0.049,0.059,0.074,0.050,0.023,0.038,0.018,0.019,0.015,0.018,0.032,0.079,0.058,0.060,0.159,0.199,0.158,0.033,0.036,0.032,0.038,0.020,0.021,0.015,0.008,0.008,0.011,0.015,0.064,0.053,0.079,0.041,0.111,0.074,0.175,0.056,0.077,0.291,0.186,0.262,0.484,0.554,0.418,0.466,0.762,0.829,0.996,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,578.000,1_Training,7.000,0.605
9.000,0.001,0.002,0.001,0.000,0.000,0.008,0.009,0.017,0.007,0.002,0.001,0.003,0.010,0.025,0.055,0.000,0.003,0.008,0.035,0.015,0.017,0.022,0.020,0.005,0.018,0.051,0.048,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.186,0.175,0.311,0.337,0.300,0.260,0.439,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2_Testing,9.000,0.798
4.000,0.002,0.003,0.024,0.007,0.003,0.003,0.026,0.003,0.014,0.022,0.002,0.111,0.040,0.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.229,0.223,0.342,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2_Testing,4.000,0.591
4.000,0.013,0.010,0.029,0.008,0.001,0.016,0.020,0.002,0.061,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1_Training,4.000,0.646
